id,name,province_id,city_id
1833,مهربان,1,10
11,شبستر,1,0
1519,تسوج,1,11
1331,خامنه,1,11
1002,داریان,1,11
1606,سیس,1,11
1158,شبستر,1,11
1573,شرفخانه,1,11
1559,شند آباد,1,11
573,صوفیان,1,11
1086,علیشاه (علی آباد),1,11
1816,کوزه کنان,1,11
764,وایقان,1,11
12,عجب شیر,1,0
1141,جوان قلعه,1,12
1527,عجب شیر,1,12
13,کلیبر,1,0
800,آبش احمد,1,13
624,کلیبر,1,13
1197,لیلان,1,0
1044,لیلان,1,1197
14,مراغه,1,0
1535,خداجو,1,14
1295,مراغه,1,14
15,مرند,1,0
1828,بناب مرند,1,15
1356,دیزج حسین بیگ,1,15
1494,زنوز,1,15
949,کشکسرای,1,15
1371,مرند,1,15
1398,یامچی,1,15
16,ملکان,1,0
1769,مبارک شهر,1,16
1159,ملکان,1,16
17,میانه,1,0
1661,آچاچی,1,17
1417,آقکند,1,17
1016,ترک,1,17
